# Parameter type          : 'butterworth'
# Order                   : 4
# Filter type        : 'highpass'
# Sampling frequency : 100 Hz
# Cutoff 1           : 25 Hz
# Feedforward parameters : 5 (multiplied with inputs x)
# Feedback parameters : 5 (multiplied with outputs y)
# Gain: 1
# Recurrence relation:
# y[n] = 
#     + (x[n-  0] * 0.0939808514337945)
#     + (x[n-  1] * -0.375923405735178)
#     + (x[n-  2] * 0.563885108602767)
#     + (x[n-  3] * -0.375923405735178)
#     + (x[n-  4] * 0.0939808514337945)
#
#     - (y[n-  1] * -3.67761376907083e-016)
#     - (y[n-  2] * 0.486028822068269)
#     - (y[n-  3] * -5.12552513910411e-017)
#     - (y[n-  4] * 0.0176648008724419)
#cycle    input(impulse)    output(impulse)    input(step)    output(step)    frequency/sampling_frequency    gain    phase(degree)
-10        0                         0        0                         0        0     4.72531588163898e-017                         0
 -9        0                         0        0                         0    0.005     6.08978894150816e-008         -2.35208693844978
 -8        0                         0        0                         0     0.01     9.75192251774219e-007         -4.70581669676299
 -7        0                         0        0                         0    0.015     4.94595139323356e-006         -7.06283821298033
 -6        0                         0        0                         0     0.02      1.5663272788147e-005         -9.42481272400769
 -5        0                         0        0                         0    0.025      3.8319536114567e-005         -11.7934201195716
 -4        0                         0        0                         0     0.03     7.98427129584321e-005         -14.1703655309245
 -3        0                         0        0                         0    0.035      0.000148553884691561         -16.5573862475572
 -2        0                         0        0                         0     0.04      0.000253920115712121         -18.9562590552445
 -1        0                         0        0                         0    0.045      0.000410273341348765         -21.3688080955398
  0      100          9.39808514337945      100          9.39808514337945     0.05      0.000626070667594008         -23.7969133573184
  1        0         -37.5923405735178      100         -28.1942554301383    0.055      0.000927730208033308         -26.2425199220136
  2        0          51.8207706083427      100          23.6265151782043     0.06       0.00132171056984575         -28.7076480975485
  3        0         -19.3213795657817      100          4.30513561242261    0.065       0.00183913148502013         -31.1944045915575
  4        0         -15.9543182567034      100         -11.6491826442808     0.07       0.00249575486890078         -33.7049948920097
  5        0           10.054808561651      100         -1.59437408262976    0.075       0.00332206930630227         -36.2417370432344
  6        0          6.83885491535498      100          5.24448083272522     0.08       0.00433213008876625         -38.8070770272041
  7        0         -4.54561843873079      100         0.698862393994425    0.085       0.00560094092779282         -41.4036059836244
  8        0         -3.04205074374554      100         -2.34318834975112     0.09       0.00712341261554303         -44.0340795272881
  9        0          2.03168538429604      100        -0.311502965455078    0.095       0.00895682532797609         -46.7014394463474
 10        0          1.35771732937928      100          1.04621436392421      0.1         0.011109164364666         -49.4088380889891
 11        0        -0.907160209580445      100         0.139054154343762    0.105        0.0137396230680545         -52.1596657659935
 12        0        -0.606152533667762      100           -0.467098379324     0.11        0.0167955782758387         -54.9575815088913
 13        0         0.405016690340548      100       -0.0620816889834519    0.115         0.020383077354084         -57.8065475221102
 14        0         0.270623795667691      100         0.208542106684239     0.12        0.0244813599780674         -60.7108676439811
 15        0        -0.180824980462564      100        0.0277171262216746    0.125        0.0278752697092738         -63.6752300731436
 16        0        -0.120823400826445      100         -0.09310627460477     0.13        0.0350304504920153         -66.7047545055495
 17        0        0.0807316130698566      100       -0.0123746615349134    0.135        0.0415252765754029         -69.8050436369122
 18        0        0.0539431397201451      100        0.0415684781852317     0.14        0.0489216365712463         -72.9822386794077
 19        0       -0.0360436535313793      100       0.00552482465385239    0.145        0.0574996581335932         -76.2430780686576
 20        0       -0.0240835993405158      100       -0.0185587746866634     0.15        0.0666580328232356         -79.5949578276723
 21        0        0.0160921465999031      100       -0.0024666280867604    0.155         0.078348977102502         -83.0459910149699
 22        0        0.0107524285970444      100       0.00828580051028399     0.16        0.0907843063253648          -86.605062192963
 23        0      -0.00718454309415369      100       0.00110125741613031    0.165         0.105259849129814         -90.2818707586391
 24        0      -0.00480055821875278      100      -0.00369930080262246     0.17         0.121416996089432         -94.0869541057356
 25        0        0.0032076304518528      100     -0.000491670350769663    0.175         0.139617337294819         -98.0316777555578
 26        0       0.00214327014626862      100       0.00165159979549896     0.18         0.159982514248061         -102.128174664614
 27        0      -0.00143208732702663      100      0.000219512468472336    0.185         0.183035301168676         -106.389209891706
 28        0     -0.000956890159554195      100     -0.000737377691081859     0.19         0.208597922080053          -110.82793999342
 29        0      0.000639373563449287      100    -9.80041276325726e-005    0.195         0.237025873668665         -115.457529804429
 30        0      0.000427215756747159      100      0.000329211629114587      0.2          0.24942725802777         -120.290584504389
 31        0     -0.000285456442440976      100     4.37551866736111e-005    0.205         0.302848137362125         -125.338355348015
 32        0     -0.000190735896895502      100     -0.000146980710221891     0.21         0.340345248874858         -130.609688140959
 33        0      0.000127445651789951      100    -1.95350584319403e-005    0.215         0.380878514744198         -136.109710956419
 34        0     8.51564620217477e-005      100     6.56214035898074e-005     0.22         0.424021383270945         -141.838308090732
 35        0    -5.68997288037171e-005      100     8.72167478609033e-006    0.225         0.468715811888705         -147.788503443975
 36        0    -3.80191832900457e-005      100    -2.92975085039554e-005     0.23         0.517028581434956         -153.944971178398
 37        0     2.54036061055466e-005      100    -3.89390239840885e-006    0.235         0.565429196737133         -160.282981243822
 38        0     1.69741469258427e-005      100     1.30802445274339e-005     0.24         0.612533663663036         -166.768131009018
 39        0    -1.13417623727515e-005      100     1.73848215468241e-006    0.245         0.661396446670205         -173.357163628026
 40        0    -7.57832333382955e-006      100    -5.83984117914714e-006     0.25         0.707106781186768                       180
 41        0     5.06367376291019e-006      100    -7.76167416236956e-007    0.255         0.749973453216586          173.357163628026
 42        0     3.38343863776907e-006      100     2.60727122153212e-006     0.26         0.788694374262317          166.768131009018
 43        0    -2.26074142046803e-006      100     3.46529801064089e-007    0.265         0.824795566136761          160.282981243822
 44        0     -1.5105791230161e-006      100    -1.16404932195201e-006     0.27         0.855838048084428          153.944971178398
 45        0     1.00933670088621e-006      100    -1.54712621065801e-007    0.275         0.880874426642398          147.788503443975
 46        0     6.74417222000116e-007      100     5.19704600934315e-007     0.28         0.903159439799396          141.838308090732
 47        0    -4.50631180785347e-007      100      6.9073420148969e-008    0.285         0.924546599228353          136.109710956419
 48        0    -3.01102128581124e-007      100    -2.32028708432155e-007     0.29         0.940135413305375          130.609688140959
 49        0     2.01190010149933e-007      100    -3.08386982822218e-008    0.295         0.952968865255792          125.338355348015
 50        0     1.34430866944955e-007      100     1.03592168662733e-007      0.3         0.958524577780113          120.290584504389
 51        0    -8.98238335695886e-008      100     1.37683350931444e-008    0.305         0.971492940084632          115.457529804429
 52        0    -6.00183667672187e-008      100    -4.62500316740743e-008     0.31         0.977908657576186           110.82793999342
 53        0     4.01029905566603e-008      100    -6.14704111741407e-009    0.315         0.983100795008804          106.389209891706
 54        0     2.67959616066403e-008      100     2.06489204892262e-008     0.32         0.984886950855886          102.128174664614
 55        0    -1.79044891280624e-008      100     2.74443136116389e-009    0.325          0.99006131245321          98.0316777555578
 56        0    -1.19633971582299e-008      100    -9.21896579706597e-009     0.33         0.992565203202357          94.0869541057355
 57        0     7.99368641807347e-009      100    -1.22527937899252e-009    0.335         0.994432583014443          90.2818707586392
 58        0     5.34121050278245e-009      100     4.11593112378993e-009     0.34         0.994106485830232           86.605062192963
 59        0    -3.56888275858935e-009      100     5.47048365200587e-010    0.345         0.996916749292808          83.0459910149699
 60        0    -2.38465122052795e-009      100    -1.83760285532737e-009     0.35         0.988983326315247          79.5949578276724
 61        0     1.59337300444492e-009      100    -2.44229850882445e-010    0.355         0.998282435112106          76.2430780686576
 62        0     1.06465780380742e-009      100     8.20427952924971e-010     0.36         0.996682734728366          72.9822386794076
 63        0    -7.11381601198174e-010      100     1.09046351726798e-010    0.365         0.999113674577054          69.8050436369121
 64        0    -4.75329989329457e-010      100    -3.66283637602659e-010     0.37         0.998948294946435          66.7047545055495
 65        0     3.17605344832344e-010      100    -4.86782927703159e-011    0.375         0.946938598784617          63.6752300731437
 66        0      2.1221710670597e-010      100     1.63538813935654e-010     0.38         0.999661782448425          60.7108676439812
 67        0    -1.41798937301966e-010      100     2.17398766336885e-011    0.385          0.99978574437905          57.8065475221102
 68        0    -9.47470207848341e-011      100    -7.30071441511456e-011     0.39           0.9997192665214          54.9575815088914
 69        0     6.33079352949203e-011      100    -9.69920885622546e-012    0.395          0.99990535911753          52.1596657659936
 70        0     4.23010099748441e-011      100     3.26018011186186e-011      0.4         0.925073371763718          49.4088380889891
 71        0    -2.82646312276012e-011      100     4.33716989101744e-012    0.405         0.999958407222334          46.7014394463474
 72        0    -1.88858227949504e-011      100    -1.45486529039329e-011     0.41         0.999868667915839          44.0340795272883
 73        0     1.26191033511148e-011      100    -1.92954955281812e-012    0.415         0.999984312627508          41.4036059836245
 74        0     8.43181528891101e-012      100     6.50226573609288e-012     0.42         0.999894798347027          38.8070770272043
 75        0    -5.63395885493151e-012      100     8.68306881161378e-013    0.425         0.999985581443963          36.2417370432342
 76        0    -3.76449095378162e-012      100    -2.89618407262024e-012     0.43         0.999737512494669          33.7049948920095
 77        0     2.51535243795725e-012      100    -3.80831634662996e-013    0.435         0.999944495959741          31.1944045915571
 78        0     1.68070476588131e-012      100     1.29987313121832e-012     0.44         0.998024556959966          28.7076480975483
 79        0    -1.12301102121102e-012      100     1.76862110007304e-013    0.445         0.999912179800947          26.2425199220136
 80        0     -7.5037197452116e-013      100    -5.73509864513856e-013     0.45         0.994885954508641          23.7969133573194
 81        0     5.01382523868348e-013      100    -7.21273406455094e-014    0.455         0.999991774994187          21.3688080955389
 82        0     3.35013091874904e-013      100     2.62885751229394e-013     0.46         0.999860694939785          18.9562590552445
 83        0    -2.23848591414099e-013      100     3.90371598152959e-014    0.465         0.999980535409664          16.5573862475553
 84        0    -1.49570846911231e-013      100    -1.10533687095935e-013     0.47         0.999991965282231          14.1703655309197
 85        0     9.99400447615791e-014      100    -1.05936423343563e-014    0.475         0.998811739956238          11.7934201195739
 86        0     6.67778029823879e-014      100     5.61841606480315e-014     0.48         0.997274414101995          9.42481272399021
 87        0    -4.46195014400137e-014      100     1.15646592080179e-014    0.485         0.999997134551402           7.0628382129958
 88        0    -2.98137976968276e-014      100    -1.82491384888097e-014     0.49         0.999813758034919          4.70581669672511
 89        0     1.99209427362671e-014      100     1.67180424745737e-015    0.495         0.999953576666515          2.35208693727901
 90        0     1.33107483835878e-014      100     1.49825526310451e-014      0.5     2.29822903924823e-012     9.16746972886817e-015
